dates,Title,File,Political Influence,Scientific Data Mentioned,Statistical Data Mentioned,Source Mentioned,Authenticity,Stance Detection,Location,Focus,Target,Authority Involvement
15 November 2023 22:45,"শিশুকন্যার অন্নপ্রাশনে আমন্ত্রিতদের গাছের চারা বিলি,পরিবেশ রক্ষার বার্তা সবংয়ের দম্পতির",ID-515.txt,No,No,No,No,Real,Positive,Bangladesh,Foresty and Tree Plantation,N/A,N/A
23 March 2019 00:00,বিলুপ্তির পথে বরগুনার টেংরাগীরি বন,ID-5151.txt,No,No,Yes,No,Real,Negative,Bangladesh,Forestry and Tree Plantation,General People,Environmental/Forestry Authority
10 May 2022 19:45,ইতিহাসের উল্লেখযোগ্য কিছু ঘূর্ণিঝড়,ID-5156.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
29 June 2019 00:00,জলবায়ু সংকটে বহু শহর পরিত্যক্ত হবে যুক্তরাজ্যে,ID-5167.txt,No,Yes,Yes,Yes,Real,Positive,Others,Climate Change,N/A,Environmental/Forestry Authority
05 August 2023 04:20,উত্তাল সাগর গিলে খাচ্ছে মেরিন ড্রাইভ-ঝাউবীথি,ID-5168.txt,No,Yes,No,No,Real,Positive,Bangladesh,Natural Disaster,General People,Environmental/Forestry Authority
14 November 2023 19:50,"দূষণ তীব্র দিল্লিতে, বাড়তে পারে শ্বাসকষ্টের সমস্যা, চিকিৎসকের পরামর্শে জয়পুর যাচ্ছেন সনিয়া",ID-517.txt,No,No,No,No,Real,Neutral,India,Air Pollution,General People,N/A
02 February 2021 13:19,সাগর পাড়ে ডায়নোসরের পায়ের ছাপ আবিষ্কার করলো ৪ বছরের শিশু,ID-5171.txt,No,No,No,No,Real,Positive,Bangladesh,Climate Change,Industries,Other Authority
22 April 2024 11:01,"মে মাসেও থাকতে পারে তীব্র তাপপ্রবাহ, হিট অ্যালার্ট জারি",ID-5172.txt,No,Yes,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
16 April 2024 11:29,"তাপপ্রবাহ চলবে আরও কয়েকদিন, থাকবে বৃষ্টিও",ID-5173.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Rain,N/A,Environmental/Forestry Authority
04 April 2024 09:02,"চার বিভাগে তাপপ্রবাহ শনিবার পর্যন্ত, ঘাম ঝরবে বেশি, বাড়বে অস্বস্তি",ID-5177.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Global Warming,N/A,N/A
14 November 2023 19:25,"দীপাবলির পর দিল্লিতে ফের দূষণ ‘ভয়ঙ্কর’, আপের নিশানায় বাজি-পটকা, পাল্টা কটাক্ষ বিজেপির",ID-518.txt,Yes,No,Yes,Yes,Real,Neutral,India,Air Pollution,General People,N/A
25 April 2024 09:30,দেশজুড়ে তাপপ্রবাহের মধ্যে সিলেটে বৃষ্টির আভাস,ID-5184.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,N/A
02 April 2024 09:27,আরও বাড়বে তাপপ্রবাহ,ID-5187.txt,No,No,Yes,No,Real,Negative,Bangladesh,Climate Change,N/A,Environmental/Forestry Authority
17 March 2024 09:10,তিন জেলায় মৌসুমের প্রথম তাপপ্রবাহ শুরু,ID-5188.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,N/A,Scientists & Researcher
14 November 2023 09:32,"পুজোর রাতে বায়ু দূষণ কম, দাবি পর্ষদের",ID-519.txt,No,Yes,Yes,Yes,Real,Positive,India,Air Pollution,Dishonest people,Crime/Police
31 July 2023 12:46,ঢাকাসহ ২২ জেলায় বইছে তাপপ্রবাহ,ID-5191.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
03 April 2024 12:51,"আরও বিস্তৃত হচ্ছে তাপপ্রবাহ, বাড়তে পারে অস্বস্তি",ID-5192.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
31 August 2023 11:52,"২২ জেলায় বইছে তাপপ্রবাহ, বাড়তে পারে বৃষ্টির প্রবণতা",ID-5193.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Climate Change,Government,Legal/Court
31 December 2023 12:45,"পূর্বে বজ্র ঝড়, উত্তরে তাপপ্রবাহ",ID-5196.txt,No,No,Yes,No,Real,Neutral,Others,Climate Change,N/A,N/A
06 September 2023 09:41,তাপপ্রবাহ বইছে ৩১ জেলায়,ID-5197.txt,No,No,No,No,Real,Positive,Bangladesh,Global Warming,N/A,Scientists & Researcher
04 June 2023 12:01,"শিগগিরই কমছে না তাপপ্রবাহ, বৃষ্টির আভাস কিছু স্থানে",ID-5199.txt,No,No,No,Yes,Real,Neutral,Bangladesh,Rain,N/A,Environmental/Forestry Authority
20 February 2020 03:09,গুলশান-বনানী-বারিধারার বাতাসে 'অতি বিপজ্জনক' মাত্রার দূষণ,ID-52.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Air Pollution,Industries,N/A
14 November 2023 08:59,রাজ্যে চার্জিং স্টেশন তৈরিতেও আদানিরা,ID-520.txt,No,No,No,No,Maybe Real,Positive,India,Environmental Pollution,N/A,Other Authority
08 April 2023 12:32,"২২ জেলায় বইছে তাপপ্রবাহ, কমার সম্ভাবনা নেই",ID-5200.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Global Warming,N/A,N/A
30 April 2024 13:41,"সারাদেশে বৃষ্টি কবে হতে পারে, জানালো আবহাওয়া অফিস",ID-5202.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Rain,N/A,Other Authority
09 May 2023 07:03,"সাগরে নিম্নচাপ, বাড়ছে তাপপ্রবাহ",ID-5204.txt,No,Yes,No,No,Real,Neutral,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
14 April 2023 12:35,বৈশাখের শুরুতে ৮ জেলায় বইছে তীব্র তাপপ্রবাহ,ID-5205.txt,No,Yes,Yes,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
20 April 2023 06:32,"দক্ষিণ-পশ্চিমাঞ্চলে তীব্র তাপপ্রবাহ, বিভিন্ন স্থানে ইস্তেসকার নামাজ",ID-5206.txt,No,No,No,Yes,Real,Positive,Bangladesh,Global Warming,General People,Scientists & Researcher
30 August 2023 06:30,জলবায়ু পরিবর্তনজনিত তাপপ্রবাহ ও স্বাস্থ্যসচেতনতা,ID-5207.txt,No,Yes,Yes,Yes,Real,Positive,Bangladesh,Climate Change,All,Scientists & Researcher
07 May 2023 14:20,"তাপপ্রবাহ থাকবে আরও ৪ দিন, বাড়বে তাপমাত্রা",ID-5208.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
11 April 2024 21:55,বৈশাখের শুরুতে তীব্র তাপপ্রবাহের আভাস,ID-5209.txt,No,No,No,No,Real,Neutral,Bangladesh,Climate Change,N/A,Scientists & Researcher
13 November 2023 18:05,বাজির রাতেও বাড়ল না কলকাতার দূষণ? সরকারি পরিসংখ্যান নিয়ে সন্দিহান পরিবেশবিদ সুভাষ দত্ত,ID-521.txt,No,No,No,No,Fake,Positive,India,Air Pollution,Goverment,N/A
17 September 2023 11:42,১২ জেলায় তাপপ্রবাহ অব্যাহত থাকার পূর্বাভাস,ID-5211.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,N/A
11 July 2022 12:28,তাপপ্রবাহ বইছে ৫ জেলায়,ID-5213.txt,No,No,Yes,Yes,Real,Negative,Bangladesh,Natural Disaster,N/A,Environmental/Forestry Authority
05 June 2023 13:15,তাপপ্রবাহ স্থায়ী হতে পারে আরও ২-৩ দিন,ID-5214.txt,No,No,Yes,No,Real,Positive,Bangladesh,Global Warming,N/A,N/A
13 November 2023 09:46,বায়ু দূষণ রোধে নজরদারি ড্রোনে,ID-522.txt,No,No,No,No,Real,Positive,India,Air Pollution,All,Environmental/Forestry Authority
18 April 2024 08:00,প্রচণ্ড দাবদাহে পুড়ছে দেশ,ID-5221.txt,No,Yes,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
02 June 2023 13:44,"তাপপ্রবাহ অব্যাহত থাকতে পারে, কিছু স্থানে বৃষ্টির আভাস",ID-5225.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,N/A
07 April 2024 08:00,এপ্রিল মাস জুড়ে থাকবে গরমের দাপট,ID-5227.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
17 April 2024 17:57,তীব্র তাপে পুড়ছে চুয়াডাঙ্গা,ID-5228.txt,No,Yes,Yes,Yes,Real,Neutral,Bangladesh,Global Warming,N/A,N/A
18 May 2021 00:00,তাপপ্রবাহ বাড়ছে থাকবে এক সপ্তাহ,ID-5229.txt,No,No,Yes,No,Real,Positive,Bangladesh,Natural Disaster,N/A,Legal/Court
13 November 2023 09:15,"জগদ্ধাত্রীর মণ্ডপে প্লাস্টিক, থার্মোকলে নিষেধাজ্ঞা জারি",ID-523.txt,No,No,No,No,Maybe Real,Positive,India,Environmental Pollution,General People,Other Authority
02 June 2021 15:54,সপ্তাহের শেষে বাড়বে তাপপ্রবাহ,ID-5232.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Global Warming,N/A,N/A
17 July 2022 17:31,তাপপ্রবাহ চলতে পারে আরও দু'দিন,ID-5236.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
14 April 2023 14:23,কলকাতাসহ পশ্চিমবঙ্গে তাপপ্রবাহের সতর্কতা,ID-5237.txt,No,No,No,No,Real,Neutral,India,Global Warming,N/A,N/A
15 July 2022 20:36,তাপপ্রবাহ থাকতে পারে আরও ২ দিন,ID-5238.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
06 April 2024 17:11,মৌসুমের সর্বোচ্চ তাপমাত্রা চুয়াডাঙ্গায়,ID-5239.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,N/A,N/A
13 November 2023 08:36,"আলোর ছলে দূষণ, কে ঘোচাবে এ আঁধার",ID-524.txt,No,No,No,No,Real,Positive,India,Air Pollution,General People,Legal/Court
29 April 2022 13:53,"ঢাকাসহ ৬ বিভাগে ঝড়-বৃষ্টির আভাস, চলছে তাপপ্রবাহ",ID-5241.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
21 April 2021 04:06,"চার জেলায় তীব্র তাপপ্রবাহ, বজ্রসহ বৃষ্টি হতে পারে",ID-5242.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,N/A
18 April 2021 00:00,"কোথাও তাপপ্রবাহ, কোথাও ঝড়বৃষ্টির পূর্বাভাস",ID-5243.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
23 February 2023 15:23,যুক্তরাষ্ট্রের উত্তরে শীতকালীন ঝড় ও দক্ষিণে তাপপ্রবাহ,ID-5245.txt,No,Yes,Yes,Yes,Real,Positive,USA,Natural Disaster,N/A,Scientists & Researcher
05 May 2024 09:19,আগামী সপ্তাহে আবারও দাবদাহের শঙ্কা,ID-5246.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Climate Change,N/A,Environmental/Forestry Authority
26 April 2024 19:45,"টানা তাপদাহে পুড়ছে দেশ, ভাঙল ৭৬ বছরের রেকর্ড",ID-5251.txt,No,No,Yes,No,Real,Positive,Bangladesh,Global Warming,N/A,Scientists & Researcher
14 July 2022 16:19,তাপপ্রবাহ আরও দুই থেকে তিনদিন অব্যাহত থাকতে পারে,ID-5252.txt,No,No,No,No,Real,Positive,Global,Global Warming,N/A,Other Authority
18 July 2022 09:20,"দিনাজপুরে ১০ দিন টানা তাপপ্রবাহ, তীব্র গরমে হাঁসফাঁস করছে মানুষ",ID-5253.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,N/A,Scientists & Researcher
08 May 2023 11:48,২২ জেলায় বইছে মাঝারি তাপপ্রবাহ,ID-5254.txt,No,No,Yes,Yes,Real,Negative,Bangladesh,Natural Disaster,N/A,Environmental/Forestry Authority
13 July 2022 11:10,১৭ জুলাই পর্যন্ত তাপপ্রবাহ অব্যাহত থাকতে পারে,ID-5255.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Environmental/Forestry Authority
02 June 2023 14:15,লোডশেডিং: দুর্বিষহ এ অবস্থা কতদিন চলবে প্রশ্ন দিনাজপুরবাসীর,ID-5257.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,N/A,Scientists & Researcher
12 July 2022 09:19,"৫ জেলায় মৃদু তাপপ্রবাহ, কোথাও কোথাও বৃষ্টি",ID-5258.txt,No,No,No,No,Real,Neutral,Bangladesh,Global Warming,N/A,Other Authority
12 November 2023 10:26,"কলকাতায় শব্দদানব, দূষণে এক হল হাসপাতাল থেকে শিল্পাঞ্চল, রাতে কোথায় কতটা চড়ল শব্দের পারদ?",ID-526.txt,No,No,No,No,Real,Neutral,India,Sound Pollution,General People,N/A
26 April 2024 09:55,কেমন থাকবে আজকের আবহাওয়া,ID-5260.txt,No,No,No,No,Real,Neutral,Bangladesh,Global Warming,N/A,N/A
23 April 2024 02:30,হিট অ্যালার্ট: বৃষ্টির জন্য বিভিন্ন স্থানে নামাজ আদায়,ID-5264.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
03 April 2024 19:22,ঢাকাসহ ৪ বিভাগে হিট অ্যালার্ট,ID-5265.txt,No,No,Yes,Yes,Real,Negative,Bangladesh,Natural Disaster,All,Environmental/Forestry Authority
28 January 2024 09:28,"বিভিন্ন জেলায় শৈত্যপ্রবাহ, পঞ্চগড়ে সর্বনিম্ন তাপমাত্রা ৫.৫ ডিগ্রি",ID-5267.txt,No,No,Yes,No,Real,Problematic,Bangladesh,Climate Change,N/A,N/A
30 December 2023 02:00,"আসছে শৈত্যপ্রবাহ, ঘন কুয়াশা এগোচ্ছে বাংলাদেশের দিকে",ID-5268.txt,No,Yes,Yes,Yes,Real,Negative,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
12 November 2023 07:17,জলবায়ু সম্মেলনে দুবাই যেতে পারেন মোদী,ID-527.txt,Yes,No,No,No,Real,Positive,India,Water Pollution,World power,Governent
13 December 2023 15:08,চুয়াডাঙ্গায় শৈত্যপ্রবাহ: জেঁকে বসেছে শীত,ID-5270.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
29 January 2024 14:01,"কমে আসতে পারে শৈত্যপ্রবাহ, কাল থেকে বৃষ্টির সম্ভাবনা",ID-5271.txt,No,No,No,No,Real,Positive,Bangladesh,Rain,N/A,Legal/Court
12 December 2023 08:00,পরশু থেকে শৈত্যপ্রবাহ,ID-5275.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Natural Disaster,N/A,Environmental/Forestry Authority
08 February 2024 10:14,পঞ্চগড় ও কুড়িগ্রামে হঠাৎ মাঝারি শৈত্যপ্রবাহ,ID-5277.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
11 November 2023 04:54,"‘এটাই আসল ব্যবসা, ফুলঝুরি-রংমশাল বেচে পেট চলে না’",ID-528.txt,No,No,No,No,Real,Neutral,India,Sound Pollution,Dishonest people,Crime/Police
22 December 2023 01:55,"মাস শেষে ফের শৈত্যপ্রবাহ, রবি-সোম তিন বিভাগে বৃষ্টি হতে পারে",ID-5281.txt,No,No,Yes,No,Real,Negative,Bangladesh,Climate Change,N/A,Environmental/Forestry Authority
18 January 2024 10:05,"পঞ্চগড়ে শৈত্যপ্রবাহ, তেঁতুলিয়ায় তাপমাত্রা ৮.৭ ডিগ্রি",ID-5282.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Climate Change,N/A,N/A
18 January 2023 14:10,৪ জেলায় মৃদু শৈত্যপ্রবাহ,ID-5284.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
10 November 2023 18:35,শিশুকে সুস্থ রাখতে বাজি পোড়ানো থেকে বিরত থাকার পরামর্শ শিশুরোগ বিশেষজ্ঞের,ID-529.txt,No,No,No,No,Maybe Real,Positive,India,Sound Pollution,N/A,Other Authority
16 January 2024 08:00,শৈত্যপ্রবাহের বিস্তৃতি বৃষ্টি হতে পারে কাল,ID-5290.txt,No,Yes,No,No,Real,Neutral,Bangladesh,Climate Change,General People,N/A
20 January 2024 10:52,"আসছে শৈত্যপ্রবাহ, আরো বাড়তে পারে শীত",ID-5291.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
19 January 2022 10:45,"৫ জেলায় শৈত্যপ্রবাহ, সঙ্গে বৃষ্টির আভাস",ID-5292.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
17 January 2023 13:51,সারাদেশে শৈত্যপ্রবাহ অব্যাহত,ID-5294.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,N/A,Scientists & Researcher
18 January 2024 18:24,শৈত্যপ্রবাহে তিন জেলায় প্রাথমিকের পাঠদান বন্ধ,ID-5295.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
03 January 2024 06:00,উত্তরে আবারো শৈত্যপ্রবাহ ২০ জেলায় কনকনে ঠাণ্ডা,ID-5298.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
15 January 2021 00:00,উত্তর জনপদে শৈত্যপ্রবাহ সঙ্গে ঘন কুয়াশা,ID-5299.txt,No,No,No,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
03 May 2023 10:37,অস্বাস্থ্যকর' বাতাস নিয়ে দূষিত শহরের তালিকায় সপ্তম স্থানে ঢাকা,ID-53.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Air Pollution,N/A,N/A
10 November 2023 16:44,"বাতাসের গুণগত মান বেড়েছে, জোড়-বিজোড় নীতি এখনই চালু করা হচ্ছে না, জানাল দিল্লি সরকার",ID-530.txt,Yes,No,Yes,No,Real,Positive,India,Air Pollution,N/A,Governent
21 December 2021 00:38,১০ জেলায় শৈত্যপ্রবাহ,ID-5304.txt,No,Yes,Yes,Yes,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
07 December 2019 08:23,ডিসেম্বরের শেষ সপ্তাহে তীব্র শৈত্যপ্রবাহ,ID-5305.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
25 January 2020 10:43,চলতি শীত মৌসুমে শেষ শৈত্যপ্রবাহ ফেব্রুয়ারির প্রথম সপ্তাহে,ID-5308.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Natural Disaster,N/A,Environmental/Forestry Authority
10 November 2023 14:41,পরিবেশ বা পড়শির কথা ভেবে বাজি কিনুন এ সব জায়গা থেকে! নইলে কিন্তু বিপদ,ID-531.txt,No,No,No,No,Maybe Real,Positive,India,Sound Pollution,N/A,N/A
27 December 2021 06:54,শৈত্যপ্রবাহ দিয়ে শুরু হতে পারে নতুন বছর,ID-5310.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Natural Disaster,N/A,Legal/Court
29 January 2020 00:00,কুড়িগ্রামে ফের শৈত্যপ্রবাহ জনজীবন বিপর্যস্ত,ID-5312.txt,No,Yes,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Other Authority
26 January 2020 09:39,"শৈত্যপ্রবাহ আরও একদিন, সর্বনিম্ন তাপমাত্রা তেঁতুলিয়ায়",ID-5315.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
21 December 2020 03:08,মাঝারি শৈত্যপ্রবাহ থাকতে পারে আরো দুই দিন,ID-5316.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,N/A
10 January 2020 09:35,শৈত্যপ্রবাহ ফের আসছে,ID-5317.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
27 December 2020 00:00,আবারও শৈত্যপ্রবাহ তাপমাত্রা ৬ ডিগ্রিতে নামতে পারে,ID-5319.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Climate Change,N/A,Environmental/Forestry Authority
10 November 2023 07:07,দিল্লির দূষণ পরিস্থিতি নিয়ন্ত্রণে নামবেন কেজরীর মন্ত্রীরা,ID-532.txt,Yes,No,No,No,Real,Positive,India,Air Pollution,N/A,Governent
03 January 2022 09:38,শৈত্যপ্রবাহ নিয়ে যা জানালো আবহাওয়া অধিদপ্তর,ID-5320.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,General people
27 January 2024 08:00,"১৭ জেলায় শৈত্যপ্রবাহের দাপট, বুধবার থেকে আবার বৃষ্টির শঙ্কা",ID-5321.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,N/A
15 January 2024 11:20,"বাঘ দাবড়ানো মাঘ এলো, ঢাকায়ও শৈত্যপ্রবাহের শঙ্কা",ID-5323.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
09 February 2024 07:40,মাঘের বিদায়লগ্নে উত্তরে হঠাৎ শীতের দাপট,ID-5326.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
02 February 2021 00:00,দেশ জুড়ে শৈত্যপ্রবাহ,ID-5327.txt,No,No,Yes,Yes,Real,Negative,Bangladesh,Natural Disaster,Government,Legal/Court
02 February 2021 04:50,দেশজুড়ে শৈত্যপ্রবাহ,ID-5329.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
11 December 2020 20:47,ডিসেম্বরের মাঝামাঝিতে জেঁকে বসতে পারে শৈত্যপ্রবাহ,ID-5331.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
20 December 2020 00:00,বইছে শৈত্যপ্রবাহ শ্রমজীবীরা কষ্টে,ID-5332.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Government
06 January 2019 00:00,বিভিন্ন স্থানে মাঝারি শৈত্যপ্রবাহ,ID-5334.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
28 January 2022 05:53,আজ থেকে শৈত্যপ্রবাহ তাপমাত্রা কমবে ৩-৪ ডিগ্রি,ID-5336.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,N/A,N/A
21 December 2020 15:44,"নাগেশ্বরীতে চলমান শৈত্যপ্রবাহ, সর্বনিম্ন তাপমাত্রা ৯.৮ ডিগ্রি ...",ID-5337.txt,No,No,No,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
20 December 2020 06:01,"বইছে শৈত্যপ্রবাহ, শ্রমজীবীরা কষ্টে",ID-5338.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Climate Change,N/A,Government
08 January 2020 00:00,কোথাও কোথাও শৈত্যপ্রবাহ,ID-5339.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
08 November 2023 04:56,"শীতের শুরুতে বাড়ছে কাশি, নেপথ্যে ভাইরাস এবং দূষণ",ID-534.txt,No,Yes,No,No,Real,Neutral,India,Air Pollution,N/A,N/A
20 December 2021 12:42,"কুড়িগ্রামে মৃদু শৈত্যপ্রবাহ, বিপর্যস্ত জনজীবন",ID-5340.txt,No,No,No,No,Real,Neutral,India,Climate Change,N/A,N/A
23 January 2021 14:04,বিভিন্ন অঞ্চলে মৃদু শৈত্যপ্রবাহ বয়ে যাচ্ছে,ID-5342.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
17 December 2021 23:43,"মঙ্গলবার থেকে শৈত্যপ্রবাহ, তাপমাত্রা নামতে পারে ৬ ডিগ্রিতে",ID-5343.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
11 January 2024 15:38,"ফুলবাড়ীতে শীতে নাকাল জনজীবন, শৈত্যপ্রবাহের সম্ভাবনা",ID-5344.txt,No,No,No,No,Real,Positive,India,Natural Disaster,N/A,Scientists & Researcher
02 February 2020 15:46,শৈত্যপ্রবাহ বিস্তৃতি লাভ করতে পারে,ID-5345.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Global Warming,N/A,Other Authority
27 December 2018 09:54,কাশ্মিরে তীব্র শৈত্যপ্রবাহ জনজীবন বিপর্যস্ত,ID-5346.txt,No,No,Yes,No,Real,Neutral,India,Climate Change,N/A,N/A
07 February 2021 00:00,শৈত্যপ্রবাহ কেটেছে ছয় বিভাগে আজ বৃষ্টির আভাস,ID-5348.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
30 January 2024 07:00,"শীতের বিস্তৃতি হ্রাস পাবে, বৃষ্টির শঙ্কা",ID-5349.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Climate Change,All,Scientists & Researcher
07 November 2023 13:02,"মানুষের স্বাস্থ্যকে খুন করা হচ্ছে, দিল্লির দূষণ রাজনৈতিক লড়াইয়ের বিষয় নয়, বলল সুপ্রিম কোর্ট",ID-535.txt,Yes,No,No,No,Real,Positive,India,Air Pollution,Authority,Legal/Court
16 January 2020 00:00,শৈত্যপ্রবাহ ও কুয়াশায় বিপর্যস্ত জনজীবন,ID-5350.txt,No,No,No,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
19 December 2019 11:14,"সর্বনিম্ন তাপমাত্রা কুড়িগ্রামে, বইছে শৈত্যপ্রবাহ",ID-5353.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
07 February 2022 09:56,দেশে ফের শৈত্যপ্রবাহ শুরু,ID-5355.txt,No,No,No,No,Real,Neutral,Bangladesh,Climate Change,N/A,N/A
06 November 2023 13:42,"বেড়েই চলেছে দিল্লির দূষণ, ৫০ শতাংশ কর্মীকে বাড়ি থেকে কাজের নিদান দিল কেন্দ্র",ID-536.txt,Yes,No,No,No,Real,Positive,India,Air Pollution,N/A,Other Authority
02 January 2021 16:31,৫ অঞ্চলে মৃদু শৈত্যপ্রবাহ অব্যাহত,ID-5360.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,Scientists & Researcher
03 November 2021 01:32,"চলতি মাসেই ঘূর্ণিঝড়-শীত, ডিসেম্বরে তীব্র শৈত্যপ্রবাহ",ID-5361.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Global Warming,General People,Environmental/Forestry Authority
17 December 2021 13:53,দেশের উত্তরাঞ্চলে মৃদু শৈত্যপ্রবাহ হতে পারে,ID-5363.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Climate Change,All,Environmental/Forestry Authority
22 September 2022 00:10,সুরক্ষিত হোক ওজোন স্তর,ID-5364.txt,No,Yes,No,No,Real,Positive,Bangladesh,Ozone Layer,All,N/A
16 September 2021 00:00,বিশ্ব ওজোন দিবস আজ,ID-5368.txt,Yes,No,No,No,Real,Neutral,Global,Ozone Layer,N/A,N/A
06 November 2023 09:54,"দিল্লিতে বাতাসের গুণমান ‘অতি ভয়ানক’ সোমবারেও, দূষণ মোকাবিলায় জরুরি বৈঠক ডাকলেন কেজরী",ID-537.txt,Yes,No,Yes,No,Real,Positive,India,Air Pollution,N/A,Governent
